Id,satisfaction_level,number_project,average_monthly_hours,time_spend_company_in_yrs,Work_accident,promotion_last_5years
89263,0.1,7,307,4,0,0
89264,0.37,2,140,3,0,0
89265,0.11,7,255,4,0,1
89266,0.1,6,309,4,0,0
89267,0.38,2,128,3,0,0
89268,0.85,4,225,5,0,0
89269,0.85,5,226,5,0,0
89270,0.11,7,308,4,0,1
89271,0.1,6,244,5,0,0
89272,0.36,2,132,3,0,0
89273,0.11,6,286,4,0,0
89274,0.81,6,161,4,0,1
89275,0.43,2,153,3,0,1
89276,0.9,4,264,6,0,1
89277,0.76,5,223,5,1,1
89278,0.43,2,135,3,0,0
89279,0.74,2,277,3,0,1
89280,0.09,5,275,4,0,0
89281,0.45,2,149,3,0,0
89282,0.09,7,295,4,0,0
89283,0.11,6,277,4,0,1
89284,0.11,7,306,4,0,1
89285,0.1,6,295,4,0,1
89286,0.4,2,137,3,0,0
89287,0.43,2,157,3,0,0
89288,0.39,2,142,3,0,0
89289,0.45,2,140,3,0,1
89290,0.38,2,151,3,0,0
89291,0.79,4,139,3,0,0
89292,0.84,4,249,6,0,1
89293,0.11,6,291,4,0,1
89294,0.11,6,305,4,0,1
89295,0.17,5,232,3,0,1
89296,0.44,2,132,3,0,0
89297,0.37,2,130,3,0,0
89298,0.1,6,291,4,0,0
89299,0.4,2,130,3,0,1
89300,0.89,5,246,5,0,0
89301,0.42,2,143,3,0,1
89302,0.46,2,129,3,0,1
89303,0.09,6,255,4,0,0
89304,0.37,2,155,3,0,0
89305,0.1,6,265,4,0,1
89306,0.1,6,279,4,0,0
89307,0.11,6,284,4,0,1
89308,0.9,5,221,6,0,1
89309,0.38,2,154,3,0,1
89310,0.36,2,147,3,0,1
89311,0.42,2,150,3,0,1
89312,0.09,7,267,4,0,1
89313,0.43,2,158,3,0,0
89314,0.24,7,224,5,0,1
89315,0.91,4,257,5,0,1
89316,0.44,2,148,3,0,1
89317,0.71,3,177,4,0,0
89318,0.4,2,155,3,0,0
89319,0.43,2,144,3,0,1
89320,0.09,6,289,4,0,0
89321,0.43,2,160,3,0,0
89322,0.9,4,258,5,0,0
89323,0.84,5,234,5,0,0
89324,0.37,2,137,3,0,0
89325,0.86,5,263,2,0,1
89326,0.11,6,251,4,0,1
89327,0.37,2,133,3,0,1
89328,0.4,2,132,3,0,0
89329,0.14,4,158,4,1,1
89330,0.4,2,135,3,0,0
89331,0.75,4,216,6,0,0
89332,0.11,6,300,5,1,1
89333,0.46,2,138,3,0,0
89334,0.11,6,260,4,0,0
89335,0.38,2,132,3,0,1
89336,0.7,3,183,5,0,0
89337,0.09,6,250,4,0,1
89338,0.37,2,151,3,0,1
89339,0.1,6,292,4,0,1
89340,0.38,2,140,3,0,1
89341,0.9,5,221,5,0,0
89342,0.44,2,138,3,0,1
89343,0.36,2,132,3,0,0
89344,0.31,7,133,5,0,1
89345,0.1,6,283,4,1,0
89346,0.42,2,129,3,0,0
89347,0.74,4,249,5,0,0
89348,0.73,5,257,5,0,1
89349,0.09,6,245,4,0,1
89350,0.45,2,155,3,0,1
89351,0.11,6,256,4,0,1
89352,0.37,2,152,3,0,0
89353,0.84,4,267,5,0,0
89354,0.41,2,151,3,0,1
89355,0.76,4,239,5,0,1
89356,0.11,6,306,4,0,0
89357,0.84,4,263,5,1,0
89358,0.39,2,147,3,0,0
89359,0.11,6,278,4,0,0
89360,0.45,2,154,3,0,0
89361,0.37,2,143,3,0,0
89362,0.4,2,155,3,0,0
89363,0.39,2,160,3,0,0
89364,0.11,6,304,4,0,0
89365,0.83,5,240,5,0,0
89366,0.11,6,305,4,0,1
89367,0.39,2,136,3,0,1
89368,0.45,2,132,3,0,0
89369,0.1,7,301,4,0,0
89370,0.9,5,243,6,0,0
89371,0.45,2,147,3,0,0
89372,0.79,5,239,5,0,1
89373,0.9,5,260,5,0,0
89374,0.11,7,296,4,0,1
89375,0.43,2,129,3,0,1
89376,0.31,5,132,5,0,1
89377,0.32,2,135,5,0,0
89378,0.45,2,158,3,0,1
89379,0.81,4,259,5,0,0
89380,0.41,2,160,3,0,1
89381,0.11,7,278,4,0,0
89382,0.1,6,284,4,0,1
89383,0.7,2,274,4,0,0
89384,0.54,4,164,2,0,1
89385,0.41,2,148,3,0,1
89386,0.38,2,140,3,0,1
89387,0.37,2,127,3,0,1
89388,0.11,6,308,5,0,1
89389,0.4,2,146,3,0,1
89390,0.1,6,261,4,0,1
89391,0.89,5,257,5,0,1
89392,0.11,6,285,4,0,1
89393,0.36,2,141,3,0,0
89394,0.4,2,127,3,0,0
89395,0.09,6,297,4,0,0
89396,0.4,2,143,3,0,1
89397,0.37,2,152,3,0,0
89398,0.44,2,156,3,0,1
89399,0.09,7,283,5,0,0
89400,0.92,4,226,6,1,1
89401,0.74,4,232,5,0,1
89402,0.09,6,249,4,0,1
89403,0.89,4,275,5,0,0
89404,0.09,6,304,4,0,1
89405,0.27,7,278,3,0,0
89406,0.1,6,287,4,0,1
89407,0.1,7,285,4,0,1
89408,0.77,5,226,6,0,0
89409,0.9,5,259,5,0,0
89410,0.39,2,135,3,0,0
89411,0.76,5,219,5,0,0
89412,0.1,6,256,4,0,1
89413,0.87,5,254,6,0,0
89414,0.38,2,153,3,0,0
89415,0.77,5,228,5,0,1
89416,0.78,4,228,5,0,1
89417,0.44,2,128,3,0,0
89418,0.38,2,153,3,0,1
89419,0.43,2,156,3,0,1
89420,0.39,4,294,3,0,0
89421,0.88,5,219,5,0,0
89422,0.45,2,153,3,0,1
89423,0.4,2,151,3,0,0
89424,0.36,2,155,3,0,0
89425,0.36,2,158,3,0,0
89426,0.9,5,245,5,0,0
89427,0.43,2,131,3,0,0
89428,0.89,5,225,5,0,0
89429,0.1,6,286,4,0,0
89430,0.37,2,135,3,0,0
89431,0.37,2,153,3,0,0
89432,0.87,5,252,5,0,0
89433,0.4,2,149,3,0,1
89434,0.9,4,258,5,0,1
89435,0.37,2,158,3,0,0
89436,0.44,2,149,3,0,1
89437,0.85,5,236,5,0,0
89438,0.78,5,239,6,0,1
89439,0.42,2,159,3,0,0
89440,0.92,5,255,6,0,0
89441,0.11,6,244,4,0,1
89442,0.42,2,134,3,0,0
89443,0.48,4,270,4,0,1
89444,0.83,4,255,5,0,0
89445,0.4,2,151,3,0,0
89446,0.43,2,135,3,0,0
89447,0.43,2,146,3,0,1
89448,0.1,7,254,4,0,0
89449,0.1,7,289,4,0,0
89450,0.37,2,156,3,0,0
89451,0.38,2,156,3,0,1
89452,0.4,2,128,3,0,0
89453,0.89,5,275,5,0,1
89454,0.45,2,155,3,0,0
89455,0.37,2,159,3,0,0
89456,0.46,2,148,3,0,0
89457,0.87,4,228,5,0,1
89458,0.11,6,298,4,0,1
89459,0.79,5,261,5,0,1
89460,0.79,5,254,6,0,0
89461,0.19,7,192,3,0,0
89462,0.87,4,248,5,0,1
89463,0.6,2,258,5,0,0
89464,0.44,2,156,3,0,1
89465,0.11,6,266,4,1,0
89466,0.42,2,156,3,0,1
89467,0.88,5,232,5,1,1
89468,0.11,6,287,4,0,1
89469,0.46,2,154,3,0,0
89470,0.82,5,263,5,0,1
89471,0.44,2,131,3,0,1
89472,0.11,6,260,4,0,0
89473,0.42,2,139,3,0,1
89474,0.84,4,251,5,0,1
89475,0.11,6,286,4,0,0
89476,0.45,2,129,3,0,0
89477,0.38,2,156,3,0,1
89478,0.38,6,139,6,0,1
89479,0.44,2,127,3,0,0
89480,0.11,6,251,4,0,0
89481,0.81,5,270,5,0,0
89482,0.09,6,296,4,0,0
89483,0.11,6,254,4,0,1
89484,0.81,5,238,6,0,0
89485,0.1,6,267,4,1,0
89486,0.74,5,229,6,0,0
89487,0.09,6,254,4,0,1
89488,0.82,4,233,4,1,1
89489,0.1,6,268,4,0,1
89490,0.27,3,301,3,0,0
89491,0.83,5,267,6,0,1
89492,0.1,6,289,4,1,1
89493,0.38,2,144,3,0,1
89494,0.4,2,148,3,0,0
89495,0.11,6,306,4,0,1
89496,0.11,6,292,4,0,1
89497,0.82,5,232,5,0,1
89498,0.36,2,137,3,0,0
89499,0.4,2,128,3,0,1
89500,0.87,5,231,5,0,1
89501,0.41,2,146,3,0,0
89502,0.11,6,308,4,1,0
89503,0.1,6,253,4,0,0
89504,0.38,2,146,3,0,1
89505,0.39,2,156,3,0,1
89506,0.4,2,147,3,0,0
89507,0.45,2,136,3,0,1
89508,0.74,5,249,5,0,1
89509,0.45,2,151,3,0,1
89510,0.12,3,278,4,0,0
89511,0.1,7,250,5,0,1
89512,0.37,2,127,3,0,1
89513,0.89,5,255,5,0,0
89514,0.45,2,135,3,0,1
89515,0.37,2,149,3,0,0
89516,0.11,5,287,4,0,1
89517,0.41,2,145,3,0,0
89518,0.1,6,285,4,0,1
89519,0.1,7,305,4,0,1
89520,0.11,7,300,4,0,0
89521,0.4,2,139,3,0,1
89522,0.41,2,130,3,0,1
89523,0.1,6,268,4,0,0
89524,0.73,4,245,6,0,1
89525,0.43,2,135,3,0,1
89526,0.37,2,153,3,0,1
89527,0.11,6,276,4,0,1
89528,0.4,2,130,3,0,0
89529,0.41,2,153,3,1,0
89530,0.82,5,244,5,0,0
89531,0.61,2,253,3,0,1
89532,0.11,7,287,4,0,0
89533,0.37,2,131,3,0,0
89534,0.41,2,135,3,0,0
89535,0.37,2,157,3,0,0
89536,0.88,5,262,6,0,1
89537,0.1,6,266,4,0,0
89538,0.44,2,148,3,0,0
89539,0.38,2,140,3,0,0
89540,0.11,7,302,4,0,1
89541,0.09,6,271,4,0,0
89542,0.45,2,145,3,0,1
89543,0.1,6,290,4,0,1
89544,0.45,2,151,3,0,0
89545,0.77,5,266,5,0,0
89546,0.44,2,140,3,0,0
89547,0.39,2,142,3,0,0
89548,0.1,6,246,4,0,1
89549,0.09,7,308,5,0,1
89550,0.37,2,141,3,0,1
89551,0.9,5,232,5,0,1
89552,0.41,2,143,3,0,0
89553,0.37,2,155,3,0,0
89554,0.1,6,278,4,0,1
89555,0.81,4,253,5,0,1
89556,0.11,6,282,4,0,1
89557,0.11,7,264,4,0,0
89558,0.4,2,149,3,0,0
89559,0.09,6,304,5,0,0
89560,0.48,3,219,6,0,0
89561,0.91,4,262,6,0,0
89562,0.43,2,135,3,0,1
89563,0.33,6,219,5,0,1
89564,0.41,2,136,3,0,0
89565,0.41,2,154,3,0,0
89566,0.37,2,149,3,0,1
89567,0.31,6,135,5,0,1
89568,0.09,6,275,4,0,0
89569,0.1,6,290,4,0,1
89570,0.76,4,263,5,0,0
89571,0.41,2,145,3,0,1
89572,0.72,5,267,5,0,1
89573,0.4,2,141,3,1,1
89574,0.91,4,235,5,0,1
89575,0.1,6,258,4,0,0
89576,0.4,2,131,3,0,1
89577,0.82,5,243,5,0,1
89578,0.1,6,266,4,0,0
89579,0.37,2,142,3,0,0
89580,0.36,2,135,3,0,1
89581,0.39,2,141,3,0,0
89582,0.36,2,142,3,0,0
89583,0.86,5,254,5,0,0
89584,0.73,5,262,5,0,1
89585,0.56,4,296,2,0,1
89586,0.44,2,158,3,0,1
89587,0.31,4,238,2,0,0
89588,0.77,4,231,5,0,1
89589,0.44,2,156,3,0,0
89590,0.38,2,145,3,0,1
89591,0.45,2,144,3,0,0
89592,0.38,2,159,3,0,1
89593,0.36,2,156,3,0,0
89594,0.75,5,256,5,0,1
89595,0.1,6,298,4,0,1
89596,0.1,6,247,4,0,0
89597,0.45,2,157,3,0,0
89598,0.42,2,154,3,1,0
89599,0.78,4,253,5,0,0
89600,0.45,2,148,3,0,1
89601,0.84,4,261,5,0,0
89602,0.11,6,282,4,0,1
89603,0.42,2,133,3,0,0
89604,0.45,2,128,3,0,1
89605,0.46,2,139,3,0,0
89606,0.09,6,293,5,0,1
89607,0.87,4,265,6,0,0
89608,0.1,6,250,4,0,0
89609,0.91,5,251,6,0,1
89610,0.76,4,246,5,0,1
89611,0.74,5,275,5,0,1
89612,0.92,5,240,5,0,0
89613,0.76,5,245,5,0,0
89614,0.47,4,254,4,0,1
89615,0.73,5,241,5,0,0
89616,0.09,6,257,4,0,0
89617,0.91,4,246,5,0,0
89618,0.82,4,233,5,0,0
89619,0.28,6,218,4,0,1
89620,0.84,4,262,6,0,1
89621,0.45,2,138,3,0,1
89622,0.45,2,142,3,0,1
89623,0.91,5,233,5,0,1
89624,0.42,2,155,3,0,0
89625,0.82,4,229,6,0,1
89626,0.11,6,264,4,0,1
89627,0.42,3,199,4,0,1
89628,0.82,4,223,5,0,1
89629,0.09,6,268,4,0,0
89630,0.1,6,287,4,0,0
89631,0.86,5,257,5,0,0
89632,0.4,2,143,3,0,1
89633,0.45,2,130,3,0,1
89634,0.42,2,136,3,0,0
89635,0.74,4,261,5,0,1
89636,0.55,3,180,4,0,1
89637,0.37,2,126,3,0,1
89638,0.41,2,127,3,1,1
89639,0.89,5,195,6,0,0
89640,0.41,2,160,3,0,1
89641,0.44,2,150,3,0,0
89642,0.87,4,264,6,0,1
89643,0.1,6,309,4,0,0
89644,0.41,2,135,3,0,1
89645,0.11,6,261,4,0,0
89646,0.43,2,160,3,0,1
89647,0.77,4,237,5,0,0
89648,0.41,2,136,3,0,1
89649,0.41,2,139,3,0,1
89650,0.36,2,151,4,0,1
89651,0.77,5,229,5,0,0
89652,0.81,5,245,5,0,1
89653,0.39,2,127,3,0,1
89654,0.09,6,283,5,0,1
89655,0.44,2,143,3,0,1
89656,0.1,5,298,4,0,0
89657,0.36,2,159,3,0,0
89658,0.81,5,239,5,0,0
89659,0.81,4,226,5,0,0
89660,0.85,5,248,5,0,1
89661,0.1,6,286,4,0,0
89662,0.37,2,145,3,0,0
89663,0.09,7,254,4,1,1
89664,0.44,2,127,3,0,0
89665,0.86,5,223,5,0,0
89666,0.77,4,255,5,0,1
89667,0.41,2,136,3,0,0
89668,0.4,2,137,3,0,1
89669,0.43,2,135,3,0,1
89670,0.43,2,137,3,0,1
89671,0.8,3,255,5,0,1
89672,0.8,4,273,5,0,1
89673,0.82,5,234,5,0,1
89674,0.37,2,152,3,0,1
89675,0.37,2,134,3,0,0
89676,0.09,6,292,4,0,1
89677,0.9,5,245,5,0,1
89678,0.41,2,159,3,0,0
89679,0.1,6,260,4,0,0
89680,0.44,2,149,3,0,0
89681,0.89,5,266,5,0,1
89682,0.42,2,149,3,0,1
89683,0.87,5,242,5,0,0
89684,0.45,2,134,3,0,0
89685,0.11,5,271,4,0,0
89686,0.09,6,275,4,0,0
89687,0.76,5,227,5,0,0
89688,0.11,7,277,5,0,0
89689,0.37,2,151,3,0,0
89690,0.1,6,274,4,0,0
89691,0.77,4,242,6,0,1
89692,0.42,2,143,3,1,1
89693,0.38,2,145,3,0,0
89694,0.32,5,172,2,0,1
89695,0.38,2,135,3,0,1
89696,0.19,4,192,4,0,1
89697,0.1,7,276,4,0,0
89698,0.76,4,206,4,0,1
89699,0.53,4,281,6,0,0
89700,0.39,2,151,3,0,1
89701,0.11,6,244,4,0,1
89702,0.1,6,309,4,0,0
89703,0.84,5,218,5,0,1
89704,0.82,4,263,6,0,0
89705,0.1,6,244,4,0,0
89706,0.59,7,263,4,0,0
89707,0.44,2,143,3,0,1
89708,0.89,2,181,5,0,0
89709,0.91,5,265,5,0,1
89710,0.66,5,161,5,0,1
89711,0.11,7,282,5,0,1
89712,0.43,2,155,3,0,0
89713,0.78,4,217,6,0,0
89714,0.11,6,289,5,0,0
89715,0.83,4,259,5,0,0
89716,0.39,2,158,3,0,0
89717,0.38,2,158,3,0,1
89718,0.37,2,155,3,0,0
89719,0.44,2,146,3,0,0
89720,0.53,2,164,5,0,1
89721,0.09,6,259,4,0,1
89722,0.11,6,293,4,0,1
89723,0.83,5,275,5,0,0
89724,0.88,5,219,6,1,0
89725,0.1,6,247,4,0,1
89726,0.09,7,309,4,0,1
89727,0.44,2,151,3,0,0
89728,0.39,2,129,3,0,0
89729,0.87,4,274,5,0,0
89730,0.74,4,233,5,0,0
89731,0.1,7,289,4,0,1
89732,0.74,4,239,6,0,0
89733,0.75,5,221,5,0,0
89734,0.41,2,150,3,0,1
89735,0.41,2,144,3,1,1
89736,0.09,7,289,4,0,0
89737,0.09,6,301,5,0,1
89738,0.39,2,145,3,0,0
89739,0.4,2,137,3,0,0
89740,0.37,2,131,3,1,0
89741,0.1,6,246,4,0,0
89742,0.43,2,136,3,0,1
89743,0.75,5,240,6,1,1
89744,0.37,2,156,3,0,1
89745,0.11,6,305,4,0,1
89746,0.45,2,154,3,1,0
89747,0.87,5,261,5,1,0
89748,0.11,7,244,4,0,1
89749,0.45,2,129,3,0,1
89750,0.81,4,254,5,0,0
89751,0.77,5,236,5,0,1
89752,0.89,5,237,5,0,0
89753,0.43,2,135,3,0,1
89754,0.78,5,236,5,0,1
89755,0.37,2,149,3,0,0
89756,0.37,2,141,3,0,0
89757,0.85,4,270,5,0,1
89758,0.41,2,138,3,0,1
89759,0.11,6,298,4,0,1
89760,0.75,5,254,5,0,0
89761,0.82,5,248,5,0,1
89762,0.79,5,257,6,0,0
89763,0.43,2,150,3,0,1
89764,0.1,7,281,4,0,0
89765,0.46,2,141,3,1,1
89766,0.43,2,157,3,0,0
89767,0.43,2,136,3,0,0
89768,0.11,7,296,4,0,1
89769,0.09,6,279,4,0,0
89770,0.37,2,131,3,0,0
89771,0.4,2,160,3,0,1
89772,0.1,7,291,4,0,1
89773,0.41,2,157,3,0,1
89774,0.79,3,294,4,0,0
89775,0.11,7,310,4,0,1
89776,0.1,6,282,4,0,0
89777,0.44,2,134,3,0,0
89778,0.25,4,214,4,0,1
89779,0.44,2,137,3,0,0
89780,0.73,4,252,5,0,1
89781,0.75,5,243,6,0,0
89782,0.36,2,148,3,0,1
89783,0.37,2,151,3,0,0
89784,0.39,2,129,3,0,1
89785,0.48,2,198,2,0,1
89786,0.57,4,275,6,0,1
89787,0.9,5,243,5,0,1
89788,0.39,2,159,3,0,0
89789,0.44,2,145,3,0,0
89790,0.81,5,242,5,0,1
89791,0.74,5,242,5,0,1
89792,0.44,2,145,3,0,0
89793,0.41,2,154,3,0,1
89794,0.4,2,139,3,0,0
89795,0.46,2,152,3,0,0
89796,0.8,2,211,3,0,1
89797,0.87,5,258,5,0,1
89798,0.39,2,155,3,0,1
89799,0.38,2,148,3,0,1
89800,0.66,2,255,3,0,0
89801,0.1,6,264,4,0,0
89802,0.37,2,132,3,0,1
89803,0.1,6,255,4,0,0
89804,0.09,5,263,4,0,0
89805,0.86,5,222,5,0,1
89806,0.11,6,263,4,0,1
89807,0.37,2,157,3,0,1
89808,0.11,7,307,4,0,1
89809,0.77,5,259,6,0,1
89810,0.84,5,222,6,0,0
89811,0.1,7,250,4,0,1
89812,0.83,5,245,5,0,1
89813,0.11,6,292,4,0,1
89814,0.86,5,252,5,0,0
89815,0.38,2,161,3,0,0
89816,0.11,5,250,4,0,1
89817,0.45,2,134,3,0,0
89818,0.1,7,279,4,0,0
89819,0.09,7,256,4,0,1
89820,0.39,2,127,3,0,1
89821,0.37,2,138,3,1,0
89822,0.81,5,243,5,0,0
89823,0.09,7,296,4,0,0
89824,0.1,7,267,4,0,0
89825,0.39,2,144,3,0,1
89826,0.83,4,251,5,0,1
89827,0.45,2,148,3,0,0
89828,0.43,2,141,3,0,1
89829,0.8,3,268,2,0,0
89830,0.1,6,247,4,0,1
89831,0.1,2,247,4,0,0
89832,0.36,2,146,3,0,0
89833,0.38,2,140,3,0,0
89834,0.78,5,263,6,0,1
89835,0.44,2,145,3,0,0
89836,0.41,2,156,3,1,1
89837,0.72,5,244,6,0,0
89838,0.46,2,144,3,0,0
89839,0.1,7,286,4,0,1
89840,0.34,4,141,2,0,0
89841,0.11,6,260,5,0,1
89842,0.38,2,154,3,0,1
89843,0.82,5,225,5,0,1
89844,0.39,2,127,3,0,1
89845,0.44,2,140,3,0,1
89846,0.43,2,147,3,0,0
89847,0.84,4,227,5,0,0
89848,0.43,2,153,3,0,0
89849,0.37,2,128,3,0,1
89850,0.74,4,228,5,0,1
89851,0.73,5,235,5,0,1
89852,0.37,2,148,3,0,1
89853,0.58,4,238,3,0,0
89854,0.4,2,141,3,0,1
89855,0.51,5,249,4,0,1
89856,0.46,2,151,3,0,1
89857,0.45,2,129,3,0,0
89858,0.46,2,156,3,0,0
89859,0.39,2,134,3,0,1
89860,0.09,6,269,4,0,0
89861,0.09,6,290,4,0,0
89862,0.37,2,132,3,0,1
89863,0.1,7,308,4,0,0
89864,0.77,4,232,5,0,0
89865,0.79,5,235,5,0,0
89866,0.43,2,130,3,0,1
89867,0.38,2,146,3,0,0
89868,0.77,5,221,6,0,1
89869,0.44,2,130,3,0,1
89870,0.39,2,136,3,0,0
89871,0.1,6,275,4,0,1
89872,0.1,6,299,4,0,1
89873,0.36,2,147,3,0,1
89874,0.1,7,306,4,0,0
89875,0.84,5,242,5,0,1
89876,0.38,2,159,3,0,0
89877,0.41,2,147,3,0,0
89878,0.37,2,154,3,1,1
89879,0.43,2,129,3,0,0
89880,0.46,2,161,3,0,1
89881,0.09,6,269,4,0,1
89882,0.78,5,274,5,0,1
89883,0.45,2,159,3,0,0
89884,0.42,2,135,3,0,0
89885,0.46,2,147,3,0,0
89886,0.39,2,142,3,0,1
89887,0.36,2,130,3,0,1
89888,0.43,2,147,3,0,0
89889,0.85,5,246,5,1,0
89890,0.11,6,281,4,0,1
89891,0.11,6,253,4,0,0
89892,0.38,2,128,3,0,0
89893,0.43,2,129,3,0,1
89894,0.75,5,223,6,0,0
89895,0.11,6,269,4,0,1
89896,0.1,7,269,4,0,0
89897,0.1,7,244,5,0,1
89898,0.37,2,154,3,0,0
89899,0.11,5,140,5,0,1
89900,0.45,2,159,3,0,0
89901,0.44,2,158,3,0,0
89902,0.44,2,133,3,0,1
89903,0.11,6,247,4,0,0
89904,0.79,5,268,5,0,1
89905,0.8,5,267,5,0,0
89906,0.1,7,251,5,0,1
89907,0.09,6,279,4,0,1
89908,0.7,6,161,4,0,0
89909,0.72,4,256,5,0,1
89910,0.11,6,304,4,0,0
89911,0.39,2,137,3,0,1
89912,0.4,2,144,3,0,1
89913,0.43,2,142,3,0,1
89914,0.76,5,262,5,0,1
89915,0.4,2,142,3,0,0
89916,0.09,6,282,4,0,1
89917,0.37,2,157,3,0,1
89918,0.87,5,228,5,0,0
89919,0.1,6,283,4,0,0
89920,0.11,6,286,4,0,0
89921,0.43,2,148,3,0,0
89922,0.1,6,245,4,0,1
89923,0.11,6,279,4,0,0
89924,0.85,5,245,5,0,1
89925,0.37,2,138,3,0,1
89926,0.44,2,141,3,0,1
89927,0.1,7,302,5,0,0
89928,0.11,6,268,4,0,1
89929,0.87,5,240,5,0,1
89930,0.39,2,127,3,0,0
89931,0.1,7,264,4,0,0
89932,0.44,2,155,3,0,1
89933,0.4,2,143,3,0,0
89934,0.76,5,217,6,0,1
89935,0.46,2,147,3,0,0
89936,0.9,4,271,5,0,1
89937,0.85,4,273,5,0,1
89938,0.1,5,285,4,1,0
89939,0.43,2,131,3,0,0
89940,0.2,5,135,6,0,1
89941,0.81,5,239,5,0,0
89942,0.83,5,237,5,0,0
89943,0.14,4,277,5,1,1
89944,0.1,5,303,5,0,0
89945,0.91,4,242,6,0,0
89946,0.37,2,158,3,0,1
89947,0.42,2,147,3,1,1
89948,0.39,2,282,5,0,0
89949,0.39,2,154,3,0,1
89950,0.44,2,149,3,0,0
89951,0.37,2,149,3,0,0
89952,0.39,2,146,3,0,1
89953,0.72,4,258,5,0,0
89954,0.37,2,148,3,0,1
89955,0.82,5,236,5,0,1
89956,0.42,2,134,3,0,0
89957,0.59,2,155,5,0,1
89958,0.82,5,257,5,0,1
89959,0.73,6,189,2,0,0
89960,0.78,3,164,3,0,1
89961,0.09,6,271,4,0,0
89962,0.1,6,280,4,0,0
89963,0.45,2,149,3,0,1
89964,0.83,5,219,5,0,0
89965,0.43,2,128,3,0,0
89966,0.4,2,128,3,0,1
89967,0.43,2,157,3,0,1
89968,0.78,4,225,5,0,0
89969,0.39,2,140,3,0,1
89970,0.11,6,310,4,0,0
89971,0.36,2,143,3,0,1
89972,0.36,2,153,3,0,1
89973,0.1,7,310,4,0,1
89974,0.4,2,136,3,0,0
89975,0.81,4,251,6,0,1
89976,0.4,2,144,3,0,0
89977,0.09,6,296,4,0,0
89978,0.76,5,238,5,0,0
89979,0.73,5,162,4,0,1
89980,0.38,2,137,3,0,0
89981,0.72,5,257,5,0,1
89982,0.4,2,148,3,0,1
89983,0.91,5,254,5,0,1
89984,0.85,4,247,6,0,1
89985,0.9,5,206,4,0,1
89986,0.46,2,145,3,0,1
89987,0.43,2,159,3,1,0
89988,0.89,5,228,5,1,1
89989,0.09,6,257,4,0,0
89990,0.4,2,155,3,0,0
89991,0.76,6,293,6,0,1
89992,0.4,2,151,3,0,1
89993,0.37,2,160,3,0,1
89994,0.37,2,143,3,0,1
89995,0.11,6,280,4,0,1
89996,0.37,2,158,3,0,1
89997,0.38,2,157,3,0,0
89998,0.8,5,262,6,0,0
89999,0.11,7,272,4,0,1
90000,0.72,5,223,5,0,0
90001,0.37,2,159,3,0,0
90002,0.41,2,153,3,0,1
90003,0.1,6,247,4,0,1
90004,0.92,5,259,5,0,1
90005,0.89,5,224,5,0,1
90006,0.42,2,142,3,0,1
90007,0.45,2,135,3,0,0
90008,0.11,6,305,4,0,0
90009,0.84,4,234,5,0,0
90010,0.41,2,148,3,0,1
90011,0.36,2,137,3,0,0
90012,0.38,2,143,3,0,1
90013,0.45,2,160,3,0,0
90014,0.78,4,255,6,0,0
90015,0.45,2,160,3,1,1
90016,0.76,5,262,5,0,0
90017,0.11,6,282,4,0,0
90018,0.38,2,147,3,0,0
90019,0.09,6,304,4,0,0
90020,0.46,2,139,3,0,1
90021,0.4,2,158,3,0,1
90022,0.89,5,242,5,0,0
90023,0.82,4,239,5,0,0
90024,0.4,2,135,3,0,0
90025,0.41,2,128,3,0,0
90026,0.38,2,132,3,0,1
90027,0.09,6,294,4,0,1
90028,0.45,2,134,3,0,0
90029,0.4,2,145,3,0,0
90030,0.45,2,140,3,0,1
90031,0.84,4,246,6,0,0
90032,0.1,6,255,4,0,1
90033,0.38,2,137,3,0,1
90034,0.45,2,126,3,0,0
90035,0.11,6,306,4,0,1
90036,0.41,2,152,3,0,1
90037,0.87,5,269,5,0,0
90038,0.45,2,158,3,0,1
90039,0.4,2,127,3,0,1
90040,0.1,7,281,4,0,0
90041,0.09,6,276,4,0,0
90042,0.84,3,182,4,0,1
90043,0.4,2,147,3,0,1
90044,0.57,3,273,6,0,0
90045,0.4,2,148,3,0,0
90046,0.43,2,147,3,0,1
90047,0.13,6,152,2,0,1
90048,0.44,2,135,3,0,1
90049,0.38,2,134,3,0,1
90050,0.39,2,132,3,0,1
90051,0.1,7,307,4,0,0
90052,0.37,2,140,3,0,0
90053,0.11,7,255,4,0,1
90054,0.1,6,309,4,0,1
90055,0.38,2,128,3,0,0
90056,0.85,4,225,5,0,0
90057,0.85,5,226,5,0,1
90058,0.11,7,308,4,0,0
90059,0.1,6,244,5,0,1
90060,0.36,2,132,3,0,1
90061,0.11,6,286,4,0,0
90062,0.81,6,161,4,0,0
90063,0.43,2,153,3,0,1
90064,0.9,4,264,6,0,1
90065,0.76,5,223,5,1,1
90066,0.43,2,135,3,0,0
90067,0.74,2,277,3,0,0
90068,0.09,5,275,4,0,1
90069,0.45,2,149,3,0,1
90070,0.09,7,295,4,0,0
90071,0.11,6,277,4,0,1
90072,0.11,7,306,4,0,0
90073,0.1,6,295,4,0,0
90074,0.4,2,137,3,0,0
90075,0.43,2,157,3,0,0
90076,0.39,2,142,3,0,1
90077,0.45,2,140,3,0,1
90078,0.38,2,151,3,0,0
90079,0.79,4,139,3,0,0
90080,0.84,4,249,6,0,0
90081,0.11,6,291,4,0,0
90082,0.11,6,305,4,0,1
